host_id,event_time,event_type,action,chain_phase,technique,variant,domain,bytes_kb,city,is_abnormal,peer_host
H008981,2026-07-07 17:33:41,download,下载文档/更新包 15MB,,T1204.002,,,15433,,,
H009979,2026-07-07 17:34:25,login,登录办公终端,,T1078,,,,,,
H001986,2026-07-07 17:38:21,login,登录办公终端,,T1078,,,,,,
H001269,2026-07-07 17:41:01,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H006718,2026-07-07 17:46:49,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H006049,2026-07-07 17:48:51,login,登录办公终端,,T1078,,,,,,
H001796,2026-07-07 17:52:45,download,下载文档/更新包 41MB,,T1204.002,,,25831,,,
H009170,2026-07-07 17:54:12,email_open,阅读邮件（内部往来 2）,,,,docs.company.cn,,,,
H009979,2026-07-07 17:58:56,email_open,阅读邮件（内部往来 2）,,,,docs.company.cn,,,,
H001235,2026-07-07 18:01:17,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H001269,2026-07-07 18:03:06,dns_query,域名解析,,T1071.001,,weibo.com,,,,
H009500,2026-07-07 18:09:12,login,登录办公终端,,T1078,,,,,,
H009500,2026-07-07 18:10:09,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H006049,2026-07-07 18:11:45,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H009816,2026-07-07 18:14:51,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H005600,2026-07-07 18:25:20,failed_login,密码错误自动重试,,T1110.001,,,,,,
H003533,2026-07-07 18:26:33,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H001269,2026-07-07 18:26:50,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H004724,2026-07-07 18:26:52,failed_login,密码错误自动重试,,T1110.001,,,,,,
H008981,2026-07-07 18:32:55,login,登录办公终端,,T1078,,,,,,
H001547,2026-07-07 18:38:48,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H008164,2026-07-07 18:49:37,login,登录办公终端,,T1078,,,,,,
H005614,2026-07-07 18:49:57,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H000763,2026-07-07 18:52:15,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H006373,2026-07-07 18:55:23,login,登录办公终端,,T1078,,,,苏州市,,
H006311,2026-07-07 18:56:07,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H000466,2026-07-07 18:58:31,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H009903,2026-07-07 19:06:10,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H005614,2026-07-07 19:08:04,failed_login,密码错误自动重试,,T1110.001,,,,,,
H002774,2026-07-07 19:08:08,login,登录办公终端,,T1078,,,,,,
H001986,2026-07-07 19:09:19,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H008981,2026-07-07 19:18:44,dns_query,域名解析,,T1071.001,,oa.company.cn,,,,
H008154,2026-07-07 19:19:40,login,登录办公终端,,T1078,,,,,,
H003725,2026-07-07 19:22:16,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H004724,2026-07-07 19:29:34,login,登录办公终端,,T1078,,,,,,
H009535,2026-07-07 19:30:40,login,登录办公终端,,T1078,,,,,,
H008164,2026-07-07 19:33:47,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H005614,2026-07-07 19:34:02,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H005600,2026-07-07 19:37:23,email_open,阅读邮件（内部往来 3）,,,,docs.company.cn,,,,
H007030,2026-07-07 19:37:27,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H004902,2026-07-07 19:38:59,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H001235,2026-07-07 19:42:05,login,登录办公终端,,T1078,,,,,,
H005220,2026-07-07 19:44:04,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H003910,2026-07-07 19:44:44,failed_login,密码错误自动重试,,T1110.001,,,,,,
H005600,2026-07-07 19:46:18,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H000466,2026-07-07 19:48:38,dns_query,域名解析,,T1071.001,,weibo.com,,,,
H002844,2026-07-07 19:50:56,login,登录办公终端,,T1078,,,,苏州市,,
H006473,2026-07-07 19:59:58,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H001419,2026-07-07 20:04:09,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H001668,2026-07-07 20:29:13,login,登录办公终端,,T1078,,,,,,
H006049,2026-07-07 20:31:25,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H009816,2026-07-07 20:49:32,login,登录办公终端,,T1078,,,,东莞市,,
H006738,2026-07-07 20:52:13,email_open,阅读邮件（内部往来 2）,,,,docs.company.cn,,,,
H001796,2026-07-07 21:03:52,login,登录办公终端,,T1078,,,,,,
H006311,2026-07-07 21:06:12,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009535,2026-07-07 21:07:55,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H002479,2026-07-07 21:28:23,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H004775,2026-07-07 21:31:29,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H006311,2026-07-07 21:38:43,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009903,2026-07-07 21:55:02,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H000466,2026-07-07 22:01:07,login,登录办公终端,,T1078,,,,,,
H006113,2026-07-07 22:09:20,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H001177,2026-07-07 22:21:50,upload,上传附件 15MB,,T1567,,docs.company.cn,4303,,,
H007030,2026-07-07 22:34:22,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H008981,2026-07-07 23:33:33,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H006738,2026-07-08 00:30:04,email_open,阅读邮件（内部往来 3）,,,,kb.company.cn,,,,
H005496,2026-07-08 02:43:58,login,登录办公终端,,T1078,,,,,,
H001721,2026-07-08 03:00:48,failed_login,登录尝试失败（连续输错）,,T1110.001,,,,成都市,,
H001721,2026-07-08 03:02:48,failed_login,登录尝试失败（连续输错）,,T1110.001,,,,杭州市,,
H001721,2026-07-08 03:03:48,failed_login,登录尝试失败（连续输错）,,T1110.001,,,,杭州市,,
H001721,2026-07-08 03:06:48,failed_login,登录尝试失败（连续输错）,,T1110.001,,,,北京市,,
H004362,2026-07-08 03:57:02,dns_query,域名解析,,T1071.001,,wiki.company.cn,,,,
H009170,2026-07-08 05:06:44,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H002480,2026-07-08 06:05:18,upload,上传附件 2MB,,T1567,,docs.company.cn,11847,,,
H000805,2026-07-08 06:11:36,download,下载文档/更新包 4MB,,T1204.002,,,17457,,,
H001235,2026-07-08 06:19:33,email_open,阅读邮件（内部往来 4）,,,,oa.company.cn,,,,
H004724,2026-07-08 06:31:30,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H008931,2026-07-08 06:43:47,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H004362,2026-07-08 07:04:13,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H004724,2026-07-08 07:11:09,download,下载文档/更新包 25MB,,T1204.002,,,28167,,,
H000763,2026-07-08 07:11:10,login,登录办公终端,,T1078,,,,,,
H003973,2026-07-08 07:32:12,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H007500,2026-07-08 07:38:29,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H009903,2026-07-08 07:39:49,download,下载文档/更新包 13MB,,T1204.002,,,4297,,,
H003752,2026-07-08 08:05:24,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H000564,2026-07-08 08:06:15,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006049,2026-07-08 08:06:38,login,登录办公终端,,T1078,,,,,,
H003893,2026-07-08 08:07:21,login,登录办公终端,,T1078,,,,,,
H001402,2026-07-08 08:07:24,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H003752,2026-07-08 08:08:51,login,登录办公终端,,T1078,,,,,,
H004950,2026-07-08 08:10:00,login,登录办公终端,,T1078,,,,,,
H001402,2026-07-08 08:11:12,email_open,阅读邮件（内部往来 4）,,,,docs.company.cn,,,,
H009170,2026-07-08 08:13:18,email_open,阅读邮件（内部往来 3）,,,,kb.company.cn,,,,
H004362,2026-07-08 08:21:58,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H007030,2026-07-08 08:22:21,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H000117,2026-07-08 08:24:57,dns_query,域名解析,,T1071.001,,npm.company.cn,,,,
H004956,2026-07-08 08:26:11,email_open,阅读邮件（内部往来 3）,,,,oa.company.cn,,,,
H001177,2026-07-08 08:26:36,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H008931,2026-07-08 08:27:51,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H001177,2026-07-08 08:28:15,dns_query,域名解析,,T1071.001,,baidu.com,,,,
H002479,2026-07-08 08:32:50,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H005767,2026-07-08 08:34:35,login,登录办公终端,,T1078,,,,,,
H001824,2026-07-08 08:35:05,login,登录办公终端,,T1078,,,,,,
H004724,2026-07-08 08:36:16,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004362,2026-07-08 08:37:31,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H004816,2026-07-08 08:40:45,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H003910,2026-07-08 08:59:32,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H003910,2026-07-08 09:00:32,dns_query,域名解析,,T1071.001,,bilibili.com,,,,
H003752,2026-07-08 09:03:21,email_open,阅读邮件（内部往来 3）,,,,docs.company.cn,,,,
H005600,2026-07-08 09:03:39,dns_query,域名解析,,T1071.001,,kb.company.cn,,,,
H001177,2026-07-08 09:04:49,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H009698,2026-07-08 09:07:15,download,下载文档/更新包 30MB,,T1204.002,,,36434,,,
H004816,2026-07-08 09:07:47,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006738,2026-07-08 09:07:54,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H009535,2026-07-08 09:12:05,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H005614,2026-07-08 09:13:31,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H007500,2026-07-08 09:17:59,login,登录办公终端,,T1078,,,,,,
H004950,2026-07-08 09:18:18,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004717,2026-07-08 09:20:34,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H004956,2026-07-08 09:22:56,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H005988,2026-07-08 09:23:31,login,登录办公终端,,T1078,,,,,,
H004816,2026-07-08 09:25:26,email_open,阅读邮件（内部往来 3）,,,,kb.company.cn,,,,
H001796,2026-07-08 09:27:21,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H002480,2026-07-08 09:29:17,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H005767,2026-07-08 09:33:03,email_open,阅读邮件（内部往来 2）,,,,wiki.company.cn,,,,
H005767,2026-07-08 09:34:30,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H009170,2026-07-08 09:35:04,login,登录办公终端,,T1078,,,,,,
H004362,2026-07-08 09:35:48,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H000466,2026-07-08 09:35:54,email_open,阅读邮件（内部往来 2）,,,,wiki.company.cn,,,,
H000117,2026-07-08 09:37:30,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H007500,2026-07-08 09:40:49,download,下载文档/更新包 1MB,,T1204.002,,,2898,,,
H009691,2026-07-08 09:41:17,download,下载文档/更新包 19MB,,T1204.002,,,5775,,,
H003416,2026-07-08 09:41:53,dns_query,域名解析,,T1071.001,,weibo.com,,,,
H004816,2026-07-08 09:42:39,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H000438,2026-07-08 09:49:03,login,登录办公终端,,T1078,,,,,,
H001824,2026-07-08 09:52:07,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H001235,2026-07-08 09:52:24,dns_query,域名解析,,T1071.001,,docs.company.cn,,,,
H004950,2026-07-08 09:57:08,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H004362,2026-07-08 10:06:48,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001796,2026-07-08 10:06:57,login,登录办公终端,,T1078,,,,,,
H004724,2026-07-08 10:08:30,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H000564,2026-07-08 10:08:58,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H001721,2026-07-08 10:09:30,dns_query,域名解析,,T1071.001,,npm.company.cn,,,,
H006738,2026-07-08 10:09:56,login,登录办公终端,,T1078,,,,,,
H005767,2026-07-08 10:12:23,dns_query,域名解析,,T1071.001,,bilibili.com,,,,
H003533,2026-07-08 10:13:44,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H000438,2026-07-08 10:14:33,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H000527,2026-07-08 10:15:24,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H001986,2026-07-08 10:21:45,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H004717,2026-07-08 10:22:49,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H007458,2026-07-08 10:23:12,login,登录办公终端,,T1078,,,,,,
H007030,2026-07-08 10:24:01,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H000438,2026-07-08 10:31:32,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H001668,2026-07-08 10:31:53,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H000117,2026-07-08 10:35:19,login,登录办公终端,,T1078,,,,,,
H007030,2026-07-08 10:39:07,login,登录办公终端,,T1078,,,,西安市,,
H009691,2026-07-08 10:39:33,email_open,阅读邮件（内部往来 3）,,,,docs.company.cn,,,,
H009698,2026-07-08 10:39:45,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001269,2026-07-08 10:40:37,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H001824,2026-07-08 10:43:17,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H004724,2026-07-08 10:43:52,login,登录办公终端,,T1078,,,,,,
H002480,2026-07-08 10:47:14,failed_login,密码错误自动重试,,T1110.001,,,,,,
H006738,2026-07-08 10:49:10,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H005496,2026-07-08 10:49:40,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H009170,2026-07-08 10:52:07,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H000466,2026-07-08 11:09:48,dns_query,域名解析,,T1071.001,,github.com,,,,
H001824,2026-07-08 11:11:26,dns_query,域名解析,,T1071.001,,wiki.company.cn,,,,
H006718,2026-07-08 11:12:19,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009903,2026-07-08 11:13:45,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H001402,2026-07-08 11:16:36,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H003725,2026-07-08 11:16:46,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004717,2026-07-08 11:16:54,login,登录办公终端,,T1078,,,,,,
H000805,2026-07-08 11:19:28,login,登录办公终端,,T1078,,,,,,
H001177,2026-07-08 11:23:05,download,下载文档/更新包 2MB,,T1204.002,,,37676,,,
H005988,2026-07-08 11:23:28,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H002479,2026-07-08 11:24:00,dns_query,域名解析,,T1071.001,,jd.com,,,,
H000466,2026-07-08 11:24:35,login,登录办公终端,,T1078,,,,,,
H002480,2026-07-08 11:25:07,email_open,阅读邮件（内部往来 3）,,,,oa.company.cn,,,,
H005600,2026-07-08 11:25:09,web_visit,访问内部 OA/知识库,,T1071,,wiki.company.cn,,,,
H001796,2026-07-08 11:29:35,dns_query,域名解析,,T1071.001,,zhihu.com,,,,
H001796,2026-07-08 11:30:02,email_open,阅读邮件（内部往来 2）,,,,wiki.company.cn,,,,
H000763,2026-07-08 11:31:57,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004724,2026-07-08 11:32:24,dns_query,域名解析,,T1071.001,,weibo.com,,,,
H003043,2026-07-08 11:33:08,download,下载文档/更新包 36MB,,T1204.002,,,17616,,,
H000466,2026-07-08 11:33:29,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H008214,2026-07-08 11:33:50,dns_query,域名解析,,T1071.001,,baidu.com,,,,
H003043,2026-07-08 11:36:02,email_open,阅读邮件（内部往来 2）,,,,npm.company.cn,,,,
H001668,2026-07-08 11:38:20,download,下载文档/更新包 13MB,,T1204.002,,,8520,,,
H006049,2026-07-08 11:39:39,web_visit,访问内部 OA/知识库,,T1071,,npm.company.cn,,,,
H003416,2026-07-08 11:44:40,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H000466,2026-07-08 11:45:05,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H004816,2026-07-08 11:45:06,login,登录办公终端,,T1078,,,,,,
H005614,2026-07-08 11:45:12,dns_query,域名解析,,T1071.001,,docs.company.cn,,,,
H003973,2026-07-08 11:45:38,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H002480,2026-07-08 11:46:43,email_open,阅读邮件（内部往来 1）,,,,wiki.company.cn,,,,
H000805,2026-07-08 11:47:16,email_open,阅读邮件（内部往来 2）,,,,kb.company.cn,,,,
H004902,2026-07-08 11:48:20,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H001177,2026-07-08 11:48:44,failed_login,密码错误自动重试,,T1110.001,,,,,,
H008931,2026-07-08 11:53:08,login,登录办公终端,,T1078,,,,,,
H002480,2026-07-08 11:57:16,email_open,阅读邮件（内部往来 4）,,,,wiki.company.cn,,,,
H004717,2026-07-08 11:58:25,failed_login,密码错误自动重试,,T1110.001,,,,,,
H009691,2026-07-08 11:59:28,email_open,阅读邮件（内部往来 2）,,,,wiki.company.cn,,,,
H004362,2026-07-08 12:02:09,email_open,阅读邮件（内部往来 4）,,,,oa.company.cn,,,,
H007500,2026-07-08 12:03:15,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H003752,2026-07-08 12:03:22,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004362,2026-07-08 12:05:56,email_open,阅读邮件（内部往来 3）,,,,docs.company.cn,,,,
H001986,2026-07-08 12:14:03,email_open,阅读邮件（内部往来 2）,,,,oa.company.cn,,,,
H003910,2026-07-08 12:16:21,email_open,阅读邮件（内部往来 1）,,,,kb.company.cn,,,,
H006718,2026-07-08 12:16:56,login,登录办公终端,,T1078,,,,,,
H003910,2026-07-08 12:18:50,failed_login,密码错误自动重试,,T1110.001,,,,,,
H004950,2026-07-08 12:20:32,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001269,2026-07-08 12:20:58,login,登录办公终端,,T1078,,,,,,
H009691,2026-07-08 12:21:17,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H006738,2026-07-08 12:22:08,email_open,阅读邮件（内部往来 1）,,,,npm.company.cn,,,,
H006049,2026-07-08 12:25:06,web_visit,访问内部 OA/知识库,,T1071,,kb.company.cn,,,,
H001235,2026-07-08 12:25:14,web_visit,访问内部 OA/知识库,,T1071,,mail.company.cn,,,,
H003533,2026-07-08 12:26:58,failed_login,密码错误自动重试,,T1110.001,,,,,,
H001235,2026-07-08 12:27:32,email_open,阅读邮件（内部往来 3）,,,,npm.company.cn,,,,
H005151,2026-07-08 12:28:10,email_open,阅读邮件（内部往来 2）,,,,mail.company.cn,,,,
H003043,2026-07-08 12:28:43,login,登录办公终端,,T1078,,,,,,
H004717,2026-07-08 12:31:17,dns_query,域名解析,,T1071.001,,jd.com,,,,
H003043,2026-07-08 12:32:08,failed_login,密码错误自动重试,,T1110.001,,,,,,
H005600,2026-07-08 12:46:28,login,登录办公终端,,T1078,,,,,,
H004956,2026-07-08 12:52:46,email_open,阅读邮件（内部往来 1）,,,,oa.company.cn,,,,
H003725,2026-07-08 12:56:06,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H003725,2026-07-08 12:58:27,email_open,阅读邮件（内部往来 3）,,,,kb.company.cn,,,,
H000805,2026-07-08 12:59:30,email_open,阅读邮件（内部往来 4）,,,,npm.company.cn,,,,
H005496,2026-07-08 13:01:52,email_open,阅读邮件（内部往来 1）,,,,mail.company.cn,,,,
H004956,2026-07-08 13:08:11,login,登录办公终端,,T1078,,,,,,
H000527,2026-07-08 13:10:14,web_visit,访问内部 OA/知识库,,T1071,,docs.company.cn,,,,
H005988,2026-07-08 13:21:42,email_open,阅读邮件（内部往来 1）,,,,docs.company.cn,,,,
H001668,2026-07-08 13:22:45,web_visit,访问内部 OA/知识库,,T1071,,oa.company.cn,,,,
H001986,2026-07-08 13:29:14,login,登录办公终端,,T1078,,,,,,
